Name,CMC,Type,Color,Set,Collector Number,Rarity,Color Category,Status,Finish,Maybeboard,Image URL,Image Back URL,Tags,Notes,MTGO ID
"Hunting Triad",4,"Tribal Sorcery - Elf",G,"c14","200",uncommon,g,Not Owned,Non-foil,false,,,"elves;counters;flash;tokens;sacrifice;spells;fliers;heroic;wide;stax;aggrocontrol;u4.6;core;aggro","",54723
"Bestial Menace",5,"Sorcery",G,"mm2","141",uncommon,g,Owned,Non-foil,false,,,"occasional","",57162
"Seasons Past",6,"Sorcery",G,"soi","226",mythic,g,Not Owned,Non-foil,false,,,"graveyard;ramp;spells;u2.77;core;control","",59856
"Roar of the Wurm",7,"Sorcery",G,"dds","49",uncommon,g,Owned,Non-foil,false,,,"core;spells;tokens;ramp;graveyard;control","",
"Biorhythm",8,"Sorcery",G,"ons","247",rare,g,Owned,Non-foil,false,,,"occasional","",18197
"Birthing Pod",4,"Artifact",G,"nph","104",rare,g,Owned,Non-foil,false,,,"occasional","",39796
"Cryptolith Rite",2,"Enchantment",G,"soi","200",rare,g,Owned,Non-foil,false,,,"occasional","",59792
"Evolutionary Leap",2,"Enchantment",G,"ori","176",rare,g,Not Owned,Non-foil,false,,,"sacrifice;manasink;u2.0;u4.7;smoothing;core;aggro;control","",57782
"Rune of Might",2,"Enchantment - Aura Rune",G,"khm","191",uncommon,g,Owned,Non-foil,false,,,"core;heroic;artifacts;smoothing;aggro","",87725
"Awakening Zone",3,"Enchantment",G,"roe","176",rare,g,Not Owned,Non-foil,false,,,"tokens;sacrifice;ramp;enrage;wide;stax;u2.61;u2.69;u3.1;core;control","",36474
"Descendants' Path",3,"Enchantment",G,"avr","173",rare,g,Owned,Non-foil,false,,,"occasional","",44237
"Elephant Guide",3,"Enchantment - Aura",G,"ema","163",common,g,Owned,Non-foil,false,,,"core;heroic;tokens;aggro","",60675
"Fae Offering",3,"Enchantment",G,"mh2","158",uncommon,g,Owned,Non-foil,false,,,"occasional","",90693
"Fecundity",3,"Enchantment",G,"uma","165",uncommon,g,Not Owned,Non-foil,false,,,"sacrifice;u2.62;u4.9;occasional","",70403
"Hydra's Growth",3,"Enchantment - Aura",G,"thb","172",uncommon,g,Owned,Non-foil,false,,,"occasional","",79468
"Moldervine Cloak",3,"Enchantment - Aura",G,"mma","155",common,g,Owned,Non-foil,false,,,"occasional","",49006
"Squirrel Nest",3,"Enchantment - Aura",G,"mh1","182",uncommon,g,Owned,Non-foil,false,,,"core;tokens;sacrifice;control","",72736
"Path of Discovery",4,"Enchantment",G,"rix","142",rare,g,Owned,Non-foil,false,,,"occasional","",66737
"Roots",4,"Enchantment - Aura",G,"ema","183",common,g,Owned,Non-foil,false,,,"occasional","",60951
"Wilderness Reclamation",4,"Enchantment",G,"c20","196",uncommon,g,Owned,Non-foil,false,,,"occasional","",
"Sandwurm Convergence",8,"Enchantment",G,"akh","183",rare,g,Owned,Non-foil,false,,,"occasional","",63968
"Rakdos Cackler",1,"Creature - Devil",BR,"gk2","67",uncommon,Hybrid,Owned,Non-foil,false,,,"core;aggro;aggrocontrol;counters","",
"Growing Ranks",4,"Enchantment",WG,"rtr","217",rare,Hybrid,Not Owned,Non-foil,false,,,"tokens;stax;u3.5;sacrifice;core","",46759
"Debtors' Knell",7,"Enchantment",WB,"gpt","141",rare,Hybrid,Owned,Non-foil,false,,,"core;control;graveyard","",23805
"Fire // Ice",2,"Instant",UR,"apc","128",uncommon,Hybrid,Owned,Non-foil,false,,,"core;tappers;burn;removal;spells;flash;aggro;control","",16338
"Snakeform",3,"Instant",UG,"c15","242",common,Hybrid,Owned,Non-foil,false,,,"core;spells;flash;aggro;control","",
"Azorius Guildmage",2,"Creature - Vedalken Wizard",UW,"gk2","9",uncommon,m,Owned,Non-foil,false,,,"occasional","",
"Momentary Blink",2,"Instant",WU,"mm3","16",common,m,Owned,Non-foil,false,,,"core;blink;spells;aggrocontrol;flash;graveyard","",63499
"The Raven's Warning",3,"Enchantment - Saga",WU,"khm","227",rare,m,Owned,Non-foil,false,,,"occasional","",87797
"Mirrorweave",4,"Instant",UW,"cm2","162",rare,m,Owned,Non-foil,false,,,"occasional","",
"Supreme Verdict",4,"Sorcery",UW,"ima","210",rare,m,Owned,Non-foil,false,,,"occasional","",66299
"Swans of Bryn Argoll",4,"Creature - Bird Spirit",UW,"mm2","199",rare,m,Owned,Non-foil,false,,,"occasional","",57058
"Inniaz, the Gale Force",5,"Legendary Creature - Djinn",UW,"jmp","12",rare,m,Owned,Non-foil,false,,,"occasional","",81771
"Noyan Dar, Roil Shaper",5,"Legendary Creature - Merfolk Ally",WU,"bfz","216",rare,m,Owned,Non-foil,false,,,"occasional","",58731
"Sky Hussar",5,"Creature - Human Knight",WU,"gk2","19",uncommon,m,Owned,Non-foil,false,,,"core;fliers;humans;twin;aggro","",
"Oona's Gatewarden",1,"Creature - Faerie Soldier",BU,"shm","173",common,m,Owned,Non-foil,false,,,"occasional","",29327
"Dimir Guildmage",2,"Creature - Human Wizard",UB,"mm2","192",uncommon,Multicolored,Owned,Non-foil,false,,,"core;humans;wizards;manasink;aggro;aggrocontrol;control","",57442
"Glimpse the Unthinkable",2,"Sorcery",UB,"rav","208",rare,m,Owned,Non-foil,false,,,"core;graveyard;spells;reanimator","",23012
"Ashiok, Dream Render",3,"Legendary Planeswalker - Ashiok",BU,"war","228",uncommon,m,Owned,Non-foil,false,,,"occasional","",72062
"Shadowmage Infiltrator",3,"Creature - Human Wizard",BU,"a25","217",uncommon,m,Owned,Non-foil,false,,,"occasional","",67348
"Tomebound Lich",3,"Creature - Zombie Wizard",UB,"m20","219",uncommon,m,Not Owned,Non-foil,false,,,"zombies;wizards;graveyard;lifegain;aggrocontrol;blink;u4.8;smoothing;core;aggro;control","",73337
"Undermine",3,"Instant",BU,"ddh","62",rare,m,Owned,Non-foil,false,,,"occasional","",42140
"Evil Twin",4,"Creature - Shapeshifter",BU,"bbd","222",rare,m,Owned,Non-foil,false,,,"occasional","",
"Lochmere Serpent",6,"Creature - Serpent",BU,"eld","195",rare,m,Owned,Non-foil,false,,,"occasional","",78534
"Oona, Queen of the Fae",6,"Legendary Creature - Faerie Wizard",UB,"shm","172",rare,m,Owned,Non-foil,false,,,"occasional","",29597
"Tymaret, the Murder King",2,"Legendary Creature - Zombie Warrior",BR,"ths","207",rare,m,Owned,Non-foil,false,,,"occasional","",50528
"Blightning",3,"Sorcery",BR,"a25","198",uncommon,m,Owned,Non-foil,false,,,"core;aggrocontrol;burn;spells;aggro","",67310
"Unlicensed Disintegration",3,"Instant",BR,"kld","187",uncommon,m,Owned,Non-foil,false,,,"core;spells;flash;artifacts;burn;removal;aggro;control","",62031
"Blazing Specter",4,"Creature - Specter",BR,"ddh","52",rare,m,Owned,Non-foil,false,,,"occasional","",42136
"Murderous Redcap",4,"Creature - Goblin Assassin",BR,"uma","217",uncommon,m,Owned,Non-foil,false,,,"occasional","",70507
"Bituminous Blast",5,"Instant",BR,"pca","83",uncommon,m,Owned,Non-foil,false,,,"occasional","",
"Kulrath Knight",5,"Creature - Elemental Knight",BR,"shm","190",uncommon,m,Owned,Non-foil,false,,,"occasional","",29557
"Void",5,"Sorcery",BR,"ema","211",rare,m,Owned,Non-foil,false,,,"occasional","",60961
"Rakdos, the Showstopper",6,"Legendary Creature - Demon",BR,"rna","199",mythic,m,Owned,Non-foil,false,,,"occasional","",71398
"Collision // Colossus",2,"Instant",RG,"rna","223",uncommon,Multicolored,Owned,Non-foil,false,,,"removal;spells;flash;core;aggro","",71458
"Reap the Past",2,"Sorcery",GR,"mh1","211",rare,m,Owned,Non-foil,false,,,"occasional","",72794
"Territorial Kavu",2,"Creature - Kavu",RG,"mh2","216",rare,m,Owned,Non-foil,false,,,"occasional","",90813
"Boggart Ram-Gang",3,"Creature - Goblin Warrior",GR,"pd2","13",uncommon,m,Owned,Non-foil,false,,,"occasional","",39238
"Gruul Spellbreaker",3,"Creature - Ogre Warrior",GR,"rna","179",rare,m,Owned,Non-foil,false,,,"occasional","",71358
"Heaven // Earth",3,"Instant",GR,"akh","224",rare,m,Owned,Non-foil,false,,,"occasional","",64110
"Stormbind",3,"Enchantment",RG,"tsb","102",special,m,Owned,Non-foil,false,,,"core;graveyard;burn;removal","",26057
"Bloodbraid Elf",4,"Creature - Elf Berserker",RG,"pca","84",uncommon,m,Owned,Non-foil,false,,,"core;elves;aggro","",
"Giant Solifuge",4,"Creature - Insect",GR,"gpt","143",rare,m,Owned,Non-foil,false,,,"occasional","",23877
"Wort, the Raidmother",6,"Legendary Creature - Goblin Shaman",GR,"c20","234",rare,m,Owned,Non-foil,false,,,"occasional","",
"Selesnya Guildmage",2,"Creature - Elf Wizard",WG,"gk1","119",uncommon,m,Owned,Non-foil,false,,,"core;tokens;manasink;wide;elves;wizards;aggro;control","",
"Travel Preparations",2,"Sorcery",GW,"uma","188",uncommon,m,Owned,Non-foil,false,,,"occasional","",70449
"Congregation at Dawn",3,"Instant",GW,"rav","198",uncommon,m,Owned,Non-foil,false,,,"occasional","",23300
"Fall of the Impostor",3,"Enchantment - Saga",WG,"khm","208",uncommon,m,Owned,Non-foil,false,,,"core;counters;removal;aggro","",87759
"Kitchen Finks",3,"Creature - Ouphe",GW,"uma","216",uncommon,m,Owned,Non-foil,false,,,"occasional","",70047
"Loxodon Hierarch",4,"Creature - Elephant Cleric",GW,"gk1","114",rare,m,Owned,Non-foil,false,,,"occasional","",
"Juniper Order Ranger",5,"Creature - Human Knight",GW,"cm2","158",uncommon,m,Owned,Non-foil,false,,,"occasional","",
"Phantom Nishoba",7,"Creature - Cat Beast Spirit",WG,"jud","140",rare,m,Owned,Non-foil,false,,,"occasional","",17622
"Castigate",2,"Sorcery",BW,"gpt","106",common,m,Owned,Non-foil,false,,,"occasional","",23843
"Gerrard's Verdict",2,"Sorcery",BW,"apc","102",uncommon,m,Owned,Non-foil,false,,,"occasional","",16126
"Grind // Dust",2,"Sorcery ",WB,"hou","155",rare,m,Not Owned,Non-foil,false,,,"counters;counters_payoff;u4.7.7;removal;core;spells;graveyard;aggro;control","",64826
"Humiliate",2,"Sorcery",WB,"stx","193",uncommon,m,Owned,Non-foil,false,,,"occasional","",88893
"Tidehollow Sculler",2,"Artifact Creature - Zombie",BW,"md1","2",uncommon,m,Owned,Non-foil,false,,,"occasional","",
"Mortify",3,"Instant",BW,"rna","192",uncommon,m,Owned,Non-foil,false,,,"occasional","",71384
"Vindicate",3,"Sorcery",BW,"a25","219",rare,m,Owned,Non-foil,false,,,"occasional","",67352
"Blind Hunter",4,"Creature - Bat",WB,"gpt","102",common,m,Owned,Non-foil,false,,,"core;lifegain;fliers;sacrifice;aggro;aggrocontrol","",23855
"Ghost Council of Orzhova",4,"Legendary Creature - Spirit",BW,"mm2","176",rare,m,Owned,Non-foil,false,,,"occasional","",57458
"Divinity of Pride",5,"Creature - Spirit Avatar",WB,"c13","228",rare,m,Owned,Non-foil,false,,,"lifegain;lifegain_payoff;fliers;occasional","",50912
"Angel of Despair",7,"Creature - Angel",BW,"gk2","37",rare,m,Owned,Non-foil,false,,,"occasional","",
"Izzet Charm",2,"Instant",RU,"gk1","41",uncommon,m,Owned,Non-foil,false,,,"occasional","",
"Aegar, the Freezing Flame",3,"Legendary Creature - Giant Wizard",RU,"khm","200",uncommon,m,Owned,Non-foil,false,,,"occasional","",87743
"Enigma Drake",3,"Creature - Drake",UR,"m19","216",uncommon,m,Owned,Non-foil,false,,,"core;spells;graveyard;fliers;aggrocontrol;aggro;control","",68593
"Geistblast",3,"Instant",RU,"soi","160",uncommon,m,Owned,Non-foil,false,,,"occasional","",60174
"Gelectrode",3,"Creature - Weird",UR,"ddj","5",uncommon,m,Not Owned,Non-foil,false,,,"spells;pingers;u2.81;u3.10;u4.7.9;core;control","",46210
"Rielle, the Everwise",3,"Legendary Creature - Human Wizard",RU,"iko","203",mythic,m,Owned,Non-foil,false,,,"occasional","",80415
"Saheeli, Sublime Artificer",3,"Legendary Planeswalker - Saheeli",UR,"war","234",uncommon,m,Owned,Non-foil,false,,,"artifacts;counters;spells;tokens;occasional","",72074
"Suffocating Blast",4,"Instant",RU,"apc","124",rare,m,Owned,Non-foil,false,,,"occasional","",16266
"Expansion // Explosion",6,"Instant",RU,"grn","224",rare,m,Owned,Non-foil,false,,,"occasional","",69837
"Deathrite Shaman",1,"Creature - Elf Shaman",BG,"gk1","59",rare,m,Owned,Non-foil,false,,,"occasional","",
"Elves of Deep Shadow",1,"Creature - Elf Druid",BG,"gk1","56",common,m,Owned,Non-foil,false,,,"occasional","",
"Abrupt Decay",2,"Instant",BG,"gk1","57",rare,m,Owned,Non-foil,false,,,"occasional","",
"Hapatra, Vizier of Poisons",2,"Legendary Creature - Human Cleric",BG,"akh","199",rare,m,Owned,Non-foil,false,,,"core;counters;counters_payoff;humans;tokens;aggro","",64000
"Winding Constrictor",2,"Creature - Snake",BG,"aer","140",uncommon,m,Owned,Non-foil,false,,,"occasional","",62823
"Dreg Mangler",3,"Creature - Plant Zombie",BG,"rtr","158",uncommon,m,Owned,Non-foil,false,,,"occasional","",46447
"Pernicious Deed",3,"Enchantment",BG,"a25","212",rare,m,Owned,Non-foil,false,,,"occasional","",67338
"Putrefy",3,"Instant",BG,"mb1","1466",uncommon,m,Not Owned,Non-foil,false,,,"spells;flash;artifact_removal;u2.0;u4.8;removal;core;aggro;control","",
"Vulturous Zombie",5,"Creature - Plant Zombie",BG,"cm2","170",rare,m,Owned,Non-foil,false,,,"occasional","",
"Hogaak, Arisen Necropolis",7,"Legendary Creature - Avatar",BG,"mh1","202",rare,m,Owned,Non-foil,false,,,"occasional","",72776
"Figure of Destiny",1,"Creature - Kithkin",RW,"ddl","3",rare,m,Owned,Non-foil,false,,,"occasional","",49887
"Boros Charm",2,"Instant",RW,"gk1","84",uncommon,m,Owned,Non-foil,false,,,"occasional","",
"Koll, the Forgemaster",2,"Legendary Creature - Dwarf Warrior",WR,"khm","220",uncommon,m,Owned,Non-foil,false,,,"core;artifacts;heroic;aggro","",87783
"Lightning Helix",2,"Instant",WR,"gk1","90",uncommon,m,Owned,Non-foil,false,,,"core;lifegain;burn;spells;flash;removal;aggro;control","",
"Orim's Thunder",3,"Instant",RW,"cm2","33",common,m,Owned,Non-foil,false,,,"occasional","",
"Rally the Peasants",3,"Instant",RW,"uma","28",uncommon,m,Owned,Non-foil,false,,,"occasional","",70129
"Searing Meditation",3,"Enchantment",RW,"ddh","27",rare,m,Owned,Non-foil,false,,,"occasional","",42207
"Sunforger",3,"Artifact - Equipment",RW,"c16","275",rare,m,Owned,Non-foil,false,,,"occasional","",
"Firemane Avenger",4,"Creature - Angel",WR,"gtc","163",rare,m,Not Owned,Non-foil,false,,,"tokens;fliers;lifegain;evasion;wide;u4.6.4;occasional","",47699
"Spitemare",4,"Creature - Elemental",WR,"eve","147",uncommon,m,Not Owned,Non-foil,false,,,"enrage;aggrocontrol;u2.0;u4.7;occasional","",30236
"Maraleaf Pixie",2,"Creature - Faerie",GU,"eld","196",uncommon,m,Owned,Non-foil,false,,,"occasional","",78536
"River Hoopoe",2,"Creature - Bird",UG,"hou","143",uncommon,m,Owned,Non-foil,false,,,"core;manasink;fliers;lifegain;control","",64770
"Simic Charm",2,"Instant",GU,"gtc","195",uncommon,m,Owned,Non-foil,false,,,"occasional","",47485
"Simic Guildmage",2,"Creature - Elf Wizard",GU,"dis","148",uncommon,m,Owned,Non-foil,false,,,"occasional","",24013
"Primal Empathy",3,"Enchantment",GU,"iko","200",uncommon,m,Owned,Non-foil,false,,,"occasional","",80409
"Frilled Mystic",4,"Creature - Elf Lizard Wizard",UG,"rna","174",uncommon,m,Not Owned,Non-foil,false,,,"flash;elves;wizards;aggrocontrol;blink;u4.7;core;aggro;control","",71348
"Prime Speaker Vannifar",4,"Legendary Creature - Elf Ooze Wizard",GU,"rna","195",mythic,m,Owned,Non-foil,false,,,"occasional","",71390
"Overbeing of Myth",5,"Creature - Spirit Avatar",GU,"eve","157",rare,m,Owned,Non-foil,false,,,"occasional","",30016
"Simic Sky Swallower",7,"Creature - Leviathan",UG,"gk2","124",rare,m,Owned,Non-foil,false,,,"u2.0;u4.9.3;ramp;graveyard;reanimator;core;control","",
"Sedraxis Specter",3,"Creature - Specter",BRU,"mm3","181",uncommon,m,Owned,Non-foil,false,,,"occasional","",63131
"Rise // Fall",4,"Sorcery",BRU,"ddh","73",uncommon,m,Owned,Non-foil,false,,,"occasional","",42166
"Cruel Ultimatum",7,"Sorcery",BRU,"ala","164",rare,m,Owned,Non-foil,false,,,"occasional","",31147
"Nicol Bolas, God-Pharaoh",7,"Legendary Planeswalker - Bolas",BRU,"hou","140",mythic,m,Owned,Non-foil,false,,,"occasional","",64764
"Sprouting Thrinax",3,"Creature - Lizard",BGR,"mm3","189",uncommon,m,Owned,Non-foil,false,,,"occasional","",63135
"Violent Ultimatum",7,"Sorcery",BGR,"ala","206",rare,m,Owned,Non-foil,false,,,"occasional","",31211
"Fiery Justice",3,"Sorcery",GRW,"mm3","164",rare,m,Owned,Non-foil,false,,,"occasional","",63389
"Palladia-Mors, the Ruiner",6,"Legendary Creature - Elder Dragon",GRW,"m19","219",mythic,m,Owned,Non-foil,false,,,"occasional","",68601
"Zurgo Helmsmasher",5,"Legendary Creature - Orc Warrior",BRW,"ktk","214",mythic,m,Owned,Non-foil,false,,,"occasional","",54250
"Siege Rhino",4,"Creature - Rhino",BGW,"cp3","5",rare,m,Owned,Non-foil,false,,,"occasional","",
"Jeskai Ascendancy",3,"Enchantment",RUW,"ktk","180",rare,m,Owned,Non-foil,false,,,"occasional","",54436
"Inspired Ultimatum",7,"Sorcery",RUW,"iko","191",rare,m,Owned,Non-foil,false,,,"occasional","",80391
"Sidisi, Brood Tyrant",4,"Legendary Creature - Naga Shaman",BGU,"ktk","199",mythic,m,Owned,Non-foil,false,,,"occasional","",54256
"Garth One-Eye",5,"Legendary Creature - Human Wizard",BGRUW,"mh2","197",mythic,m,Owned,Non-foil,false,,,"occasional","",90771
"Golos, Tireless Pilgrim",5,"Legendary Artifact Creature - Scout",BGRUW,"m20","226",rare,m,Owned,Non-foil,false,,,"occasional","",73351
"Vault Skirge",1,"Artifact Creature - Imp",B,"nph","76",common,Colorless,Not Owned,Non-foil,false,,,"artifacts;fliers;lifegain;evasion;aggrocontrol;u2.0;core;aggro","",39770
"Arcbound Ravager",2,"Artifact Creature - Beast",,"dst","100",rare,c,Owned,Non-foil,false,,,"core;artifacts;counters","",20597
"Epochrasite",2,"Artifact Creature - Construct",,"cm2","187",rare,c,Owned,Non-foil,false,,,"core;sacrifice;counters;artifacts;reanimator;aggro;control","",
"Metallic Mimic",2,"Artifact Creature - Shapeshifter",,"aer","164",rare,c,Not Owned,Non-foil,false,,,"artifacts;tribal;tokens;counters;blink;tribal_payoff;u3.8;core;aggro","",62565
"Perilous Myr",2,"Artifact Creature - Myr",,"a25","227",uncommon,c,Owned,Non-foil,false,,,"core;artifacts;sacrifice;wide;removal;control","",67368
"Porcelain Legionnaire",2,"Artifact Creature - Soldier",,"nph","19",common,Colorless,Not Owned,Non-foil,false,,,"artifacts;soldiers;aggrocontrol;u2.0;occasional","",39834
"Scrapheap Scrounger",2,"Artifact Creature - Construct",,"kld","231",rare,Colorless,Not Owned,Non-foil,false,,,"artifacts;graveyard;aggrocontrol;u2.89;occasional","",62087
"Adaptive Automaton",3,"Artifact Creature - Construct",,"m12","201",rare,c,Not Owned,Non-foil,false,,,"artifacts;tribal;tokens;tribal_payoff;u2.0;u4.6.2;occasional","",41577
"Juggernaut",4,"Artifact Creature - Juggernaut",,"bbd","238",uncommon,c,Owned,Non-foil,false,,,"occasional","",
"Lodestone Golem",4,"Artifact Creature - Golem",,"mm2","219",rare,c,Owned,Non-foil,false,,,"occasional","",57168
"Silent Arbiter",4,"Artifact Creature - Construct",,"c20","250",rare,c,Owned,Non-foil,false,,,"occasional","",
"Solemn Simulacrum",4,"Artifact Creature - Golem",,"c20","253",rare,c,Owned,Non-foil,false,,,"occasional","",
"Hollow One",5,"Artifact Creature - Golem",,"hou","163",rare,c,Owned,Non-foil,false,,,"occasional","",64850
"Precursor Golem",5,"Artifact Creature - Golem",,"som","194",rare,c,Owned,Non-foil,false,,,"occasional","",38157
"Scuttling Doom Engine",6,"Artifact Creature - Construct",,"m15","229",rare,c,Not Owned,Non-foil,false,,,"artifacts;ramp;reanimator;enrage;u2.72;u2.91;occasional","",53636
"Steel Hellkite",6,"Artifact Creature - Dragon",,"c18","224",rare,c,Owned,Non-foil,false,,,"occasional","",
"Pentavus",7,"Artifact Creature - Construct",,"mrd","226",rare,c,Owned,Non-foil,false,,,"core;ramp;control;manasink;fliers;tokens;counters;reanimator","",20053
"Platinum Angel",7,"Artifact Creature - Angel",,"cn2","214",mythic,c,Owned,Non-foil,false,,,"occasional","",
"Chimeric Mass",0,"Artifact",,"mm2","204",rare,c,Owned,Non-foil,false,,,"core;artifacts;counters;manasink;ramp;control","",57270
"Engineered Explosives",0,"Artifact",,"2xm","252",rare,c,Owned,Non-foil,false,,,"core;removal;artifact_removal;enchantment_removal;wrath;control","",82538
"Sigil of Distinction",0,"Artifact - Equipment",,"ala","219",rare,c,Owned,Non-foil,false,,,"occasional","",30933
"Bonesplitter",1,"Artifact - Equipment",,"mma","202",common,c,Owned,Non-foil,false,,,"occasional","",48912
"Brittle Effigy",1,"Artifact",,"m11","202",rare,c,Not Owned,Non-foil,false,,,"artifacts;flash;u2.0;removal;core;control","",37358
"Ghostfire Blade",1,"Artifact - Equipment",,"ktk","220",rare,c,Owned,Non-foil,false,,,"occasional","",54192
"Pacification Array",1,"Artifact",,"aer","168",uncommon,c,Not Owned,Non-foil,false,,,"artifacts;manasink;tappers;u2.92;core;removal;control","",62891
"Stoneforge Masterwork",1,"Artifact - Equipment",,"ogw","166",rare,c,Not Owned,Non-foil,false,,,"tribal;tokens;tribal_payoff;heroic;u4.4;occasional","",59589
"Sylvok Lifestaff",1,"Artifact - Equipment",,"som","209",common,c,Not Owned,Non-foil,false,,,"artifacts;sacrifice;lifegain;heroic;u2.60;core;aggro;control","",38173
"Witch's Oven",1,"Artifact",,"eld","237",uncommon,c,Owned,Non-foil,false,,,"sacrifice;lifegain;tokens;artifacts;occasional","",78620
"Altar of Dementia",2,"Artifact",,"mh1","218",rare,c,Owned,Non-foil,false,,,"occasional","",72808
"Contagion Clasp",2,"Artifact",,"som","144",uncommon,c,Not Owned,Non-foil,false,,,"counters;artifacts;counters_payoff;u2.60;u3.9;removal;core","",38085
"Cranial Plating",2,"Artifact - Equipment",B,"mm2","206",uncommon,Colorless,Not Owned,Non-foil,false,,,"artifacts;artifacts_payoff;aggrocontrol;heroic;u2.63;core;aggro","",57392
"Dolmen Gate",2,"Artifact",,"lrw","256",rare,c,Owned,Non-foil,false,,,"occasional","",28455
"Goldvein Pick",2,"Artifact - Equipment",,"khm","239",common,c,Owned,Non-foil,false,,,"core;artifacts;ramp;heroic;fliers;aggro","",87821
"Howling Mine",2,"Artifact",,"c16","257",rare,c,Owned,Non-foil,false,,,"occasional","",
"Jinxed Idol",2,"Artifact",,"m11","208",rare,c,Owned,Non-foil,false,,,"occasional","",37504
"Lightning Greaves",2,"Artifact - Equipment",,"arc","110",uncommon,c,Not Owned,Non-foil,false,,,"artifacts;aggrocontrol;heroic;u2.0;core;aggro;control","",
"Manriki-Gusari",2,"Artifact - Equipment",,"sok","156",uncommon,c,Owned,Non-foil,false,,,"core;artifacts;artifact_removal;heroic;fliers;aggro","",22006
"Mask of Memory",2,"Artifact - Equipment",,"mrd","203",uncommon,c,Not Owned,Non-foil,false,,,"artifacts;graveyard;fliers;tappers;fliers_payoff;tappers_payoff;aggrocontrol;heroic;u3.8;core;aggro","",19907
"Mazemind Tome",2,"Artifact",,"m21","232",rare,c,Owned,Non-foil,false,,,"core;control;manasink;lifegain","",81691
"Mesmeric Orb",2,"Artifact",,"mrd","204",rare,c,Owned,Non-foil,false,,,"occasional","",19761
"Mortarpod",2,"Artifact - Equipment",,"mm2","222",uncommon,c,Owned,Non-foil,false,,,"occasional","",57284
"Powder Keg",2,"Artifact",,"uds","136",rare,c,Owned,Non-foil,false,,,"occasional","",12939
"Runechanter's Pike",2,"Artifact - Equipment",,"isd","231",rare,c,Not Owned,Non-foil,false,,,"spells;heroic;u2.60;u4.8;graveyard;occasional","",42692
"Shrine of Burning Rage",2,"Artifact",R,"nph","153",uncommon,Colorless,Owned,Non-foil,false,,,"core;burn;artifacts;removal;aggro;control","",39810
"Shrine of Loyal Legions",2,"Artifact",,"md1","5",uncommon,c,Owned,Non-foil,false,,,"occasional","",
"Strionic Resonator",2,"Artifact",,"c19","224",rare,c,Owned,Non-foil,false,,,"occasional","",77570
"Sword of the Animist",2,"Legendary Artifact - Equipment",,"ori","240",rare,c,Owned,Non-foil,false,,,"core;ramp;artifacts;heroic;aggro","",58134
"Treasure Map",2,"Artifact",,"xln","250",rare,c,Owned,Non-foil,false,,,"core;artifacts;smoothing;control","",65528
"Vulshok Morningstar",2,"Artifact - Equipment",,"ddi","66",uncommon,c,Owned,Non-foil,false,,,"occasional","",43776
"Ashnod's Altar",3,"Artifact",,"ema","218",uncommon,c,Owned,Non-foil,false,,,"occasional","",60963
"Chromatic Lantern",3,"Artifact",,"rtr","226",rare,c,Not Owned,Non-foil,false,,,"artifacts;rainbow;u2.0;u2.82;smoothing;occasional","",46783
"Crystal Ball",3,"Artifact",,"c18","201",uncommon,c,Owned,Non-foil,false,,,"occasional","",
"Heraldic Banner",3,"Artifact",,"eld","222",uncommon,c,Owned,Non-foil,false,,,"occasional","",78590
"Icon of Ancestry",3,"Artifact",,"m20","229",rare,c,Owned,Non-foil,false,,,"core;tribal_payoff;tribal;manasink","",73357
"Oblivion Stone",3,"Artifact",,"mrd","222",rare,c,Not Owned,Non-foil,false,,,"manasink;control;artifacts;artifact_removal;enchantment_removal;u2.0;removal;core;wrath","",20101
"Pristine Talisman",3,"Artifact",,"c13","255",common,c,Not Owned,Non-foil,false,,,"artifacts;lifegain;u2.0;u2.74;u3.2;core;control","",51136
"Runed Crown",3,"Artifact - Equipment",,"khm","245",uncommon,c,Owned,Non-foil,false,,,"core;heroic;artifacts;manasink;smoothing;aggro","",87833
"Sands of Delirium",3,"Artifact",,"m13","216",rare,c,Owned,Non-foil,false,,,"occasional","",45588
"Vulshok Battlegear",3,"Artifact - Equipment",,"ddi","68",uncommon,c,Owned,Non-foil,false,,,"occasional","",43772
"Bonehoard",4,"Artifact - Equipment",,"mbs","100",rare,c,Not Owned,Non-foil,false,,,"artifacts;graveyard;u2.0;core;aggro;control","",39503
"Cosmos Elixir",4,"Artifact",,"khm","237",rare,c,Owned,Non-foil,false,,,"core;lifegain;lifegain_payoff;control;artifacts","",87817
"Erratic Portal",4,"Artifact",,"exo","132",rare,c,Owned,Non-foil,false,,,"occasional","",10645
"Goblin Charbelcher",4,"Artifact",,"ddt","57",rare,c,Owned,Non-foil,false,,,"occasional","",
"Icy Manipulator",4,"Artifact",,"dom","219",uncommon,c,Owned,Non-foil,false,,,"occasional","",67903
"Maskwood Nexus",4,"Artifact",,"khm","240",rare,c,Owned,Non-foil,false,,,"core;tribal;tokens;manasink;control","",87823
"Nevinyrral's Disk",4,"Artifact",,"c17","217",rare,c,Owned,Non-foil,false,,,"occasional","",
"Panharmonicon",4,"Artifact",,"kld","226",rare,c,Owned,Non-foil,false,,,"occasional","",61801
"Serrated Arrows",4,"Artifact",,"tsb","114",special,c,Not Owned,Non-foil,false,,,"artifacts;counters;pingers;u2.0;removal;core;control","",26065
"Skull Catapult",4,"Artifact",,"ice","336",uncommon,c,Owned,Non-foil,false,,,"core;artifacts;sacrifice;burn;removal","",24459
